full_text_comments,full_text_comments_preprocessed
@anvie camkan itu @Puspen_TNI,camkan itu
@anvie USA kan emang preman dunia,usa kan emang preman dunia
@anvie wowo masih blm sadar dengan ini sumber alam dimasa depan penting banget nanti,wowo masih blm sadar dengan ini sumber alam dimasa depan penting banget nanti
@anvie Trmasuk di indon sudah di jajah Melalui Perang tarif indonesia bertekuk lutut tanpa perlawanan LOL,trmasuk di indon sudah di jajah melalui perang tarif indonesia bertekuk lutut tanpa perlawanan lol
@anvie True,true
@anvie 🇰🇵🇰🇵🇰🇵🇰🇵😍😍😍,
"@anvie ""Who's laughing now?"" Comrade Kim",whos laughing now comrade kim
@anvie GOAT,goat
@anvie Tp krn nuklir nya negara nya jadi miskin.. di atas kertas kaya SDA tp realita nya korut miskin krn byk sanksi,tp krn nuklir nya negara nya jadi miskin di atas kertas kaya sda tp realita nya korut miskin krn byk sanksi
"@anvie Bang Kim Jong Un, tolong dong ambil wargamu satu ini, dia mengidolakanmu 😜🤡🤪😂🤣",bang kim jong un tolong dong ambil wargamu satu ini dia mengidolakanmu
@anvie @ilhampurnama887 Berpengalaman selama 75 tahun,berpengalaman selama tahun
"@anvie Kalo cadangan minyak indonesia sebanyak timur tengah udh pasti diinvasi jga dari jaman soeharto, alih2 penegakan hukum dari pelanggaran HAM berat oleh seorang diktator",kalo cadangan minyak indonesia sebanyak timur tengah udh pasti diinvasi jga dari jaman soeharto alih penegakan hukum dari pelanggaran ham berat oleh seorang diktator
@anvie Bener,bener
@anvie The real ASING DAN ANTEK2NYA 😂 itu nyata,the real asing dan anteknya itu nyata
@anvie Next indonesia,next indonesia
@yaniarsim @Gerindra Produktif untuk kaum dan kerabat dekat,produktif untuk kaum dan kerabat dekat
@yaniarsim @Gerindra Menlu apa  Mendagri sih bapak ini.. apa bener jadi jubir presiden aja lebih cocok.,menlu apa mendagri sih bapak ini apa bener jadi jubir presiden aja lebih cocok
"@yaniarsim @Gerindra Balek orba, ntar diisi pensiun serdadu",balek orba ntar diisi pensiun serdadu
@yaniarsim @Gerindra Bukan rakyat yg menentukan besar kecilnya biaya yo🤭🫣🤣,bukan rakyat yg menentukan besar kecilnya biaya yo
@yaniarsim @Gerindra mantap lanjut sukak sukak kelen lah,mantap lanjut sukak sukak kelen lah
"@yaniarsim @Gerindra Sekelas Menlu ngomong beginian, jubir partai kah. Makin ga jelas menteri skrg... ASBUN semua🤬🤬",sekelas menlu ngomong beginian jubir partai kah makin ga jelas menteri skrg asbun semua
@yaniarsim @Gerindra udah INKOMPETEN...MAU MERUSAK PULA KONSTITUSI...,udah inkompetenmau merusak pula konstitusi
"@yaniarsim @Gerindra Om gie udah pulih &amp; g perot lg, meski masih kesulitan omon.",om gie udah pulih amp g perot lg meski masih kesulitan omon
"@yaniarsim @Gerindra Jk kualitas isi parlemennya macam hari jg ... 🤷
gelap semakin pekat.",jk kualitas isi parlemennya macam hari jg gelap semakin pekat
@yaniarsim @Gerindra biar keluarga besar kita bisa menjadi pemimpin... dan abadi,biar keluarga besar kita bisa menjadi pemimpin dan abadi
@yaniarsim @Gerindra Dia bukan jubir tapi sekjen Gerindra,dia bukan jubir tapi sekjen gerindra
"@yaniarsim @Gerindra Capek2 reformasi, ujung2nya kembali ke efa kadal2an.",capek reformasi ujungnya kembali ke efa kadalan
@yaniarsim @Gerindra Manusia rakus tamak bin serakah,manusia rakus tamak bin serakah
"@yaniarsim @Gerindra Sudah....gk usah aiueo, langsung aja jaman orba n orde lama dibuat lagi, KKN di makmurkan lagi, rakyat, pers di bungkam,",sudahgk usah aiueo langsung aja jaman orba n orde lama dibuat lagi kkn di makmurkan lagi rakyat pers di bungkam
"@yaniarsim @Gerindra Di DPR dan dprd yg milih anggota Gerinda dan yg dipilih orang Gerindra. Cakep,,,!!!",di dpr dan dprd yg milih anggota gerinda dan yg dipilih orang gerindra cakep
@yaniarsim @Gerindra Emang ada partai yang waras??,emang ada partai yang waras
"@yaniarsim @Gerindra Kapan mikirin  Rakyat,,,     !!
Suara Rakyat  untuk  kekuasaan mlulu yg  diincar  .",kapan mikirin rakyat suara rakyat untuk kekuasaan mlulu yg diincar
@yaniarsim @Gerindra Makin terkuak busuknya bernegara,makin terkuak busuknya bernegara
@yaniarsim @Gerindra Keberlanjutan oh keberlanjutan,keberlanjutan oh keberlanjutan
@yaniarsim @Gerindra Mereka adalah pengemis yg TIDAK TAU DIUNTUNG,mereka adalah pengemis yg tidak tau diuntung
@yaniarsim @Gerindra lah menlu kok ngurusin soal pilkada?,lah menlu kok ngurusin soal pilkada
@yaniarsim @Gerindra auto mendagri,auto mendagri
@yaniarsim @Gerindra Menlu... Menteri luar kebiasaan,menlu menteri luar kebiasaan
@yaniarsim @Gerindra Korupsi akan semakin subur,korupsi akan semakin subur
@yaniarsim @Gerindra Partai licik,partai licik
@yaniarsim @Gerindra Bubarin PARPOL2 gak guna bagi kesejahteraan ekonomi rakyat Indonesia.,bubarin parpol gak guna bagi kesejahteraan ekonomi rakyat indonesia
@yaniarsim @Gerindra wanjay orprab,wanjay orprab
"@yaniarsim @Gerindra Kalian itu hidup dari uang rakyat, kok bisa rakyat dikesampingkan dalam pemilihan kepala daerah yg akan memimpin rakyat didaerah , dasar otak sampah!!",kalian itu hidup dari uang rakyat kok bisa rakyat dikesampingkan dalam pemilihan kepala daerah yg akan memimpin rakyat didaerah dasar otak sampah
"@yaniarsim @Gerindra • Inilah cerminan yg ada di benak Prabowo: Politik &amp; Kekuasaan.
• BUKAN PERBAIKAN EKONOMI &amp; PENCIPTAAN LAPANGAN KERJA.",inilah cerminan yg ada di benak prabowo politik amp kekuasaan bukan perbaikan ekonomi amp penciptaan lapangan kerja
@yaniarsim @Gerindra Jabatan dan kekuasaan,jabatan dan kekuasaan
"@yaniarsim @Gerindra Pilkada langsung aja oleh mulyono, parcok bisa diakalin walaupun dengan biaya tinggi. Apalagi ini, lewat Perwakilan. Jangan jangan INGIN NGAKALI DENGAN BIAYA RENDAH",pilkada langsung aja oleh mulyono parcok bisa diakalin walaupun dengan biaya tinggi apalagi ini lewat perwakilan jangan jangan ingin ngakali dengan biaya rendah
@yaniarsim @Gerindra Menteri bego,menteri bego
@yaniarsim @Gerindra bentar lg pilpres digituin,bentar lg pilpres digituin
@yaniarsim @Gerindra Orba 2.1,orba
"@yaniarsim @Gerindra Mas ono, tugas anda ngurusi politik luar negeri, koq malah ngurus politik dalam negeri?",mas ono tugas anda ngurusi politik luar negeri koq malah ngurus politik dalam negeri
"@yaniarsim @Gerindra Seharusny klu ssh mentri, lepaskn jabatan di partai
Fokus kerja ut negar
Hanya habibie yg blm ada lawan
Seorg sipil tulen, menjabat kuramg dr 2 thn tanpa wakil, berani membuang ke partaian demi negara",seharusny klu ssh mentri lepaskn jabatan di partai fokus kerja ut negar hanya habibie yg blm ada lawan seorg sipil tulen menjabat kuramg dr thn tanpa wakil berani membuang ke partaian demi negara
@NataliusPigai2 Penjilat https://t.co/1wz6uSZ97J,penjilat
"@NataliusPigai2 Jangan kau kerdilkan kapasitas menteri LN kita diera Presiden Soeharto dan Presiden SBY, diera mereka dunia sangat mengakui dan sangat menghargai Indonesia. 
Kalau dibandingkan diera Jokowi, OK lah sedikit lebih baik krn Presiden Prabowo lebih aktif politik luar negerinya tapi",jangan kau kerdilkan kapasitas menteri ln kita diera presiden soeharto dan presiden sby diera mereka dunia sangat mengakui dan sangat menghargai indonesia kalau dibandingkan diera jokowi ok lah sedikit lebih baik krn presiden prabowo lebih aktif politik luar negerinya tapi
@NataliusPigai2 Yaelah paaak..,yaelah paaak
@NataliusPigai2 Tanah adat Pqpua diserobot mafia tanah ngga pernah muncul menteri HAMnya Padahal dari Papua juga Giliran orang sampaikan kritik dianggap tidak paham HAM Makanya jangan kebanyakan isap cerutu pak Cobain rokok kretek biar ga korslet,tanah adat pqpua diserobot mafia tanah ngga pernah muncul menteri hamnya padahal dari papua juga giliran orang sampaikan kritik dianggap tidak paham ham makanya jangan kebanyakan isap cerutu pak cobain rokok kretek biar ga korslet
@NataliusPigai2 Mentri paling GobLoG seBumi,mentri paling goblog sebumi
"@NataliusPigai2 Anda tuh sekarang statusnya Menteri Pak, coba tunjukan kualitas dan kualifikasi anda.",anda tuh sekarang statusnya menteri pak coba tunjukan kualitas dan kualifikasi anda
@NataliusPigai2 lowong banget kayanya waktunya sampe bisa ngetweet balesin gini pak. biar ada kerjaan coba tolong adili kasus affan dulu minimal,lowong banget kayanya waktunya sampe bisa ngetweet balesin gini pak biar ada kerjaan coba tolong adili kasus affan dulu minimal
@NataliusPigai2 Dari cara jawab kritik aja kita udah tau siapa yang inkompeten 😂 malu ah,dari cara jawab kritik aja kita udah tau siapa yang inkompeten malu ah
@NataliusPigai2 ngetikmu elek,ngetikmu elek
"@NataliusPigai2 Tipikal penjilat !. 
Narasi anda kosong seperti kosongnya kepala anda.",tipikal penjilat narasi anda kosong seperti kosongnya kepala anda
"@NataliusPigai2 Pigay ni  nggak pernah keliatan jelas kerjanya, ada kasus ham nggak pernah muncul, sekalinya keliatan malah kek mending diem aja anjir alias lu ngapain ngejabat dengan kerjaan sebobrok ini gay?",pigay ni nggak pernah keliatan jelas kerjanya ada kasus ham nggak pernah muncul sekalinya keliatan malah kek mending diem aja anjir alias lu ngapain ngejabat dengan kerjaan sebobrok ini gay
"@NataliusPigai2 Jgn anti kritik lah. Kl gak mau dikritik dan dikasi msukan, ya jgn duduk di pemerintahan. Lgian saran dan masukan pak Dino ini sngat bagus dan bernas. Emang Sugiono ini menlu yg kalibernya msh dibawah mantan menlu2 seblumnya. Harus berbenah. 

Pak, saran saya pake bahasa",jgn anti kritik lah kl gak mau dikritik dan dikasi msukan ya jgn duduk di pemerintahan lgian saran dan masukan pak dino ini sngat bagus dan bernas emang sugiono ini menlu yg kalibernya msh dibawah mantan menlu seblumnya harus berbenah pak saran saya pake bahasa
"@NataliusPigai2 Cari tim medsos gih.
Biar nggak berantakan kalimatnya, cukup kerjaan aja yg berantakan",cari tim medsos gih biar nggak berantakan kalimatnya cukup kerjaan aja yg berantakan
"@NataliusPigai2 ""di pinggiran"" bukan ""dipinggiran"" https://t.co/vI3uhzfHq4",di pinggiran bukan dipinggiran
@NataliusPigai2 Ape lu kata bodat!!! https://t.co/CkjcNFcH1e,ape lu kata bodat
@NataliusPigai2 Sambil teriak-teriak ngk pak pig ?,sambil teriakteriak ngk pak pig
@NataliusPigai2 Kenapa jadi Anda yg kepanasan 🤣 Asal bicara. DPJ gak pernah jadi menlu kelesssss. Educate yourself!!,kenapa jadi anda yg kepanasan asal bicara dpj gak pernah jadi menlu kelesssss educate yourself
@NataliusPigai2 Bangun bos.. jangan tidur Mulu..,bangun bos jangan tidur mulu
"@NataliusPigai2 Kasihan sungguh kasihan bangsa ini diserahkan/dikelola oleh orang2 absurd dan arogan mestinya setiap kritik dan masukan  harus dijadikan pelajaran ini malah tambah sombong dan merasa paling  hebat! 
Sptinya perlu lebih banyak pasir kaca utk membuat cermin lebih banyak!!!",kasihan sungguh kasihan bangsa ini diserahkandikelola oleh orang absurd dan arogan mestinya setiap kritik dan masukan harus dijadikan pelajaran ini malah tambah sombong dan merasa paling hebat sptinya perlu lebih banyak pasir kaca utk membuat cermin lebih banyak
@NataliusPigai2 Iya,iya
"@NataliusPigai2 Pigai hak usah bajasa inggris, bahasa ingris lu ancur! (Boken Emglish)",pigai hak usah bajasa inggris bahasa ingris lu ancur boken emglish
@NataliusPigai2 MONYET https://t.co/vSX0U2kNE0,monyet
@NataliusPigai2 https://t.co/xVGV189Wnb,
@NataliusPigai2 Haluuuuu haluu bandung,haluuuuu haluu bandung
"@NataliusPigai2 Apa urusan anda Pigai? 
Lebih baik anda fokus urus HAM, rakyat kritis di kriminalisasi",apa urusan anda pigai lebih baik anda fokus urus ham rakyat kritis di kriminalisasi
@NataliusPigai2 Gue dengan pemikiran yg masih waras dan nalar masih jalan masih make sense kritikan pak Dino lah dibanding elu mulut besar kinerja nol,gue dengan pemikiran yg masih waras dan nalar masih jalan masih make sense kritikan pak dino lah dibanding elu mulut besar kinerja nol
"@NataliusPigai2 Saya kira anda pejuang HAM sehingga dipercaya jadi menteri HAM, tapi ternyata anda sama saja dengan yang anda tuduh penjahat HAM dan lebih buruknya anda menjilat pantat mereka hanya agar anda tidak dibuang dari cyrcle mereka yang tidak peduli akan HAM.",saya kira anda pejuang ham sehingga dipercaya jadi menteri ham tapi ternyata anda sama saja dengan yang anda tuduh penjahat ham dan lebih buruknya anda menjilat pantat mereka hanya agar anda tidak dibuang dari cyrcle mereka yang tidak peduli akan ham
"@NataliusPigai2 Udah bagus kerjanya bakar cerutu sambil monyong² ga jelas, malah milih jadi menteri. Begini ini contoh orang yg halu, menganggap diri sendiri paling hebat padahal di mata orang lain kelihatan sekali kosongnya. 

Ngomong aja gelagepan ga jelas bukannya ngaca, introspeksi.",udah bagus kerjanya bakar cerutu sambil monyong ga jelas malah milih jadi menteri begini ini contoh orang yg halu menganggap diri sendiri paling hebat padahal di mata orang lain kelihatan sekali kosongnya ngomong aja gelagepan ga jelas bukannya ngaca introspeksi
@NataliusPigai2 halah.. otak lo yang ZONK cuk...,halah otak lo yang zonk cuk
@NataliusPigai2 Kata-kata hari ini:,katakata hari ini
@NataliusPigai2 Ngomong apasih?,ngomong apasih
"@NataliusPigai2 ini akunnya benda apa ya, koq ngomongin HAM",ini akunnya benda apa ya koq ngomongin ham
@NataliusPigai2 statemen ini menunjukkan negara ini tdk membutuhkan orang pandai di bidangnya. sebaliknya setolol apapun asal loyal dan lihai menutup kebusukan rezim maka dia akan selamat,statemen ini menunjukkan negara ini tdk membutuhkan orang pandai di bidangnya sebaliknya setolol apapun asal loyal dan lihai menutup kebusukan rezim maka dia akan selamat
@NataliusPigai2 Maksut loe,maksut loe
"@NataliusPigai2 Bahasa Indonesianya berantakan sekali, 
Bahasa Inggris nya pun jg ga masuk,
Hei kau Natalius Pigai,
Kenapa kau blukutuk blukutuk?",bahasa indonesianya berantakan sekali bahasa inggris nya pun jg ga masuk hei kau natalius pigai kenapa kau blukutuk blukutuk
@NataliusPigai2 A joke and a disgrace. You are.,a joke and a disgrace you are
"@NataliusPigai2 Kerja ente aja dulu beneralin pigai, banyak masalah HAM ente gak ada tuh fungsinya",kerja ente aja dulu beneralin pigai banyak masalah ham ente gak ada tuh fungsinya
"@NataliusPigai2 Weits! Komentar tajam dan tanpa tedeng aling-aling. Khas Pace Pigai yang selalu berani bersuara lantang.

Kita tunggu respon Pak @dinopattidjalal dan para pendukungnya. Pak @Menlu_RI Sugiono juga jangan diam saja. Tanggapi juga langsung dong biar jadi diskursus publik.",weits komentar tajam dan tanpa tedeng alingaling khas pace pigai yang selalu berani bersuara lantang kita tunggu respon pak dan para pendukungnya pak sugiono juga jangan diam saja tanggapi juga langsung dong biar jadi diskursus publik
"@NataliusPigai2 @grok artinya ini apa?
""Indonesia on going to high performance, level, class then previous, when Dino led!""",artinya ini apa indonesia on going to high performance level class then previous when dino led
@NataliusPigai2 Bahasa Inggrisnya ‘susah dipahami’. Lebih baik pakai bahasa Indonesia yang baik dan benar.,bahasa inggrisnya susah dipahami lebih baik pakai bahasa indonesia yang baik dan benar
"@NataliusPigai2 1. Your English is a joke 
2. Logika anda bahkan g sampe untuk memahami substansi kritik Pak Dino 
3. Lo jadi menteri jalur ngejilat. Bkn krn kompeten. Gausah ngerasa paling pinter soal HAM
4. Lo dibayar pake pajak gw, gausah petentang petenteng. Lo pikir lebih tinggi dr rakyat?",your english is a joke logika anda bahkan g sampe untuk memahami substansi kritik pak dino lo jadi menteri jalur ngejilat bkn krn kompeten gausah ngerasa paling pinter soal ham lo dibayar pake pajak gw gausah petentang petenteng lo pikir lebih tinggi dr rakyat
"@NataliusPigai2 Pengen komen juga, tapi gimana yaa? Maksud saya, masukan Pak @dinopattidjalal yang bagus dan dengan penyampaian santun begitu, kok ditanggapi gini sih? 
Kaka Bos.. stop sudah eee 😞",pengen komen juga tapi gimana yaa maksud saya masukan pak yang bagus dan dengan penyampaian santun begitu kok ditanggapi gini sih kaka bos stop sudah eee
"@NataliusPigai2 Mapenduma 96, Biak berdarah 98, Wasior 2000, Theys H Eluay, Wamena, Paniai, dan lain sebagainya, berakhir tanpa kejelasan...",mapenduma biak berdarah wasior theys h eluay wamena paniai dan lain sebagainya berakhir tanpa kejelasan
@NataliusPigai2 Bocah kosong,bocah kosong
"@NataliusPigai2 Self claim mah gampang bang. U tuh bahkan mendekati kata kompeten pun tuh enggak ya, astaga",self claim mah gampang bang u tuh bahkan mendekati kata kompeten pun tuh enggak ya astaga
"@NataliusPigai2 Jawaban anda menunjukan kualitas anda bung @NataliusPigai2 ..netizen indo itu cerdas cerdas, jg songong..buktikan saja kinerja anda di Kemenham.. kami semua melihat siapa yg bekerja siapa yg tidak, siapa pahlawan dan siapa penghianat..!!",jawaban anda menunjukan kualitas anda bung netizen indo itu cerdas cerdas jg songongbuktikan saja kinerja anda di kemenham kami semua melihat siapa yg bekerja siapa yg tidak siapa pahlawan dan siapa penghianat
@NataliusPigai2 Lu aja gatau harus ngapain kan?,lu aja gatau harus ngapain kan
@NataliusPigai2 bisa kerja ga pak?🦆,bisa kerja ga pak
"@NataliusPigai2 Kapasitas kaka Pigai sudah sangat mumpuni untuk jadi Menlu, semoga segera diberi krpercayaan..",kapasitas kaka pigai sudah sangat mumpuni untuk jadi menlu semoga segera diberi krpercayaan
@NataliusPigai2 blukutuk blukutuk,blukutuk blukutuk
@NataliusPigai2 Pak mending mandi dulu,pak mending mandi dulu
"@NataliusPigai2 Noh, Baca Bang @JanissaryD_Last 😌

Bacaaaaa...!!! 😡😭",noh baca bang bacaaaaa
"@NataliusPigai2 Nyapu mulu, ART kah",nyapu mulu art kah
@NataliusPigai2 Di kritik itu bales dgn elegan dgn data dgn narasi yg baik tidak menjatuhkan toh kritikan nya niat baik. Dgn statement lo ini gw makin yakin bobroknya mentri2 prabowo. Sampah,di kritik itu bales dgn elegan dgn data dgn narasi yg baik tidak menjatuhkan toh kritikan nya niat baik dgn statement lo ini gw makin yakin bobroknya mentri prabowo sampah
